uni_name,state,status,uni_type,url
Govind Guru Tribal University,Rajasthan,2(f),State,https://www.ggtu.ac.in
Graphic Era,Uttarakhand,Section-III,Deemed to be Universities,https://www.geu.ac.in
Graphic Era Hill University,Uttarakhand,2(f),Private,https://www.gehu.ac.in
GSFC University,Gujarat,2(f),Private,https://www.gsfcuni.edu.in
Gujarat Ayurveda University,Gujarat,2(f) & 12(B),State,https://www.ayurveduniversity.edu.in
Gujarat Biotechnology University,Gujarat,2(f),State,https://gbu.gujarat.gov.in/Announcements.php
Gujarat Maritime University,Gujarat,2(f),Private,https://gmu.edu.in
Gujarat National Law University,Gujarat,2(f) & 12(B),State,https://www.gnlu.ac.in
Gujarat Technological University,Gujarat,2(f) & 12(B),State,https://www.gtu.ac.in
Gujarat University,Gujarat,2(f) & 12(B),State,https://www.gujaratuniversity.ac.in
Gujarat University of Transplantation Sciences,Gujarat,2(f),State,https://www.guts.education
Gujarat Vidyapith,Gujarat,Section-III,Deemed to be Universities,https://www.gujaratvidyapith.org
Gulbarga University,Karnataka,2(f) & 12(B),State,https://gug.ac.in
Guru Angad Dev Veterinary & Animal Sciences University,Punjab,2(f) & 12(B),State,https://www.gadvasu.in
Guru Ghasidas Vishwavidyalaya,Chhattisgarh,2(f) & 12(B),Central,https://www.ggu.ac.in
Guru Gobind Singh Indraprastha Vishwavidyalaya,Delhi,2(f) & 12(B),State,https://www.ipu.ac.in
Guru Jambeshwar University of Science and Technology,Haryana,2(f),State,https://www.gjust.ac.in
Guru Jambheshwar University,Uttar Pradesh,2(f),State,https://nan
Guru Kashi University,Punjab,Category-I,Private,https://gurukashiuniversity.in
Guru Nanak Dev University,Punjab,2(f) & 12(B),State,https://www.gndu.ac.in
Guru Nanak University,Telangana,2(f),Private,https://gnuindia.org
Guru Ravidas Ayurved University,Punjab,2(f),State,https://graupunjab.org
Gurugram University,Haryana,2(f),State,https://gurugramuniversity.ac.in
Gurukul Kangri Vidyapeeth,Uttarakhand,Section-III & 12(B),Deemed to be Universities,https://www.gkv.ac.in
Gyanmanjari Innovative University,Gujarat,2(f),Private,https://gmiu.edu.in/gmiu/website
Gyanodaya University,Madhya Pradesh,2(f),Private,https://gyanodayauniversity.ac.in
Gyanveer University,Madhya Pradesh,2(f),Private,https://www.gyanveeruniversity.edu.in
Harcourt Butler Technical University,Uttar Pradesh,2(f),State,https://hbtu.ac.in
Harichand Guruchand University,West Bengal,2(f),State,https://harichandguruchanduniversity.com
Haridev Joshi University of Journalism and Mass Communication,Rajasthan,2(f),State,https://hju.ac.in
Haridwar University,Uttarakhand,2(f),Private,https://huroorkee.ac.in
Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya),Chhattisgarh,2(f),State,https://www.durguniversity.ac.in
Hemchandracharya North Gujarat University,Gujarat,2(f) & 12(B),State,https://www.ngu.ac.in
Hemvati Nandan Bahuguna Garhwal University,Uttarakhand,2(f) & 12(B),Central,https://www.hnbgu.ac.in
Hidayatullah National Law University,Chhattisgarh,2(f) & 12(B),State,https://www.hnlu.ac.in
Himachal Pradesh National Law University,Himachal Pradesh,2(f) & 12(B),State,https://www.hpnlu.ac.in
Himachal Pradesh Technical University,Himachal Pradesh,2(f),State,https://www.himtu.ac.in
Himachal Pradesh University,Himachal Pradesh,2(f) & 12(B),State,https://hpuniv.ac.in
Himalayan University,Arunachal Pradesh,2(f),Private,https://www.himalayanuniversity.com
Hindi University,West Bengal,2(f),State,https://www.hindiuniv.ac.in
Hindustan Institute of Technology  and Science (HITS),Tamil Nadu,Section-III,Deemed to be Universities,https://hindustanuniv.ac.in
"Homi Bhabha National Institute, Regd. Office",Maharashtra,Section-III & 12(B),Deemed to be Universities,https://www.hbni.ac.in
HRIT University,Uttar Pradesh,2(f),Private,https://www.hrit.ac.in
Hyderabad (SIND) National Collegiate University,Maharashtra,2(f),State,https://www.hsncu.edu.in
I.E.C. (India Education Centre) University,Himachal Pradesh,2(f),Private,https://www.iecuniversity.ac.in
I.E.S. University,Madhya Pradesh,2(f),Private,https://www.iesuniversity.ac.in
I.K. Gujaral Punjab Technical University,Punjab,2(f),State,https://ptu.ac.in
ICFAI Foundation for Higher Education,Telangana,Section-III & 12(B),Deemed to be Universities,https://www.ifheindia.org
ICFAI University,Nagaland,2(f),Private,https://www.iunagaland.edu.in
ICFAI University,Rajasthan,2(f),Private,https://www.iujaipur.edu.in
ICFAI University,Himachal Pradesh,2(f),Private,https://www.iuhimachal.edu.in
ICFAI University,Chhattisgarh,2(f),Private,https://www.iuraipur.edu.in
IFTM University,Uttar Pradesh,2(f),Private,https://iftmuniversity.ac.in
IIHMR University,Rajasthan,2(f),Private,https://www.iihmr.edu.in
IILM University,Haryana,2(f),Private,https://www.iilm.edu
IILM University,Uttar Pradesh,2(f),Private,https://iilm.ac.in
IIMT University,Uttar Pradesh,2(f) & 12(B),Private,https://iimtu.com
IIS,Rajasthan,Section-III & 12(B),Deemed to be Universities,https://www.iisuniv.ac.in
IMS Unison University,Uttarakhand,2(f),Private,https://www.iuu.ac
Indain Institute of Foreigen Trade,Delhi,Section-III & 12(B),Deemed to be Universities,https://www.iift.edu
India International University of Legal Education and Research,Goa,2(f),Private,https://www.iiuler.com
Indian Agricultural Research Institute,Delhi,Section-III & 12(B),Deemed to be Universities,https://www.iari.res.in
Indian Association for the Cultivation of Science (IACS),West Bengal,Section-III,Deemed to be Universities,https://www.iacs.res.in
Indian Institute of Forest Management (IIFM),Madhya Pradesh,Section-III,Deemed to be Universities,https://iifm.ac.in
Indian Institute of Heritage,Delhi,Section-III,Deemed to be Universities,https://nmi.gov.in
Indian Institute of Mass Communication (IIMC),Delhi,Section-III,Deemed to be Universities,https://iimc.nic.in
Indian Institute of Public Health,Gujarat,2(f),Private,https://www.iiphg.edu.in
Indian Institute of Science,Karnataka,Section-III & 12(B),Deemed to be Universities,https://iisc.ac.in
Indian Institute of Space Science and Technology,Kerala,Section-III,Deemed to be Universities,https://www.iist.ac.in
Indian Institute of Teacher Education,Gujarat,2(f),State,https://www.iite.ac.in
Indian Law Institute,Delhi,Section-III & 12(B),Deemed to be Universities,https://ili.ac.in
Indian Maritime University,Tamil Nadu,2(f) & 12(B),Central,https://www.imu.edu.in
Indian Veterinary Research Institute,Uttar Pradesh,Section-III,Deemed to be Universities,https://www.ivri.nic.in
Indira Gandhi Delhi Technical University for Women,Delhi,2(f),State,https://www.igdtuw.ac.in
Indira Gandhi Institute of Development Research,Maharashtra,Section-III,Deemed to be Universities,https://www.igidr.ac.in
Indira Gandhi Krishi Vishwavidyalaya,Chhattisgarh,2(f) & 12(B),State,https://igkv.ac.in
Indira Gandhi National Open University,Delhi,2(f) & 12(B),Central,https://www.ignou.ac.in
Indira Gandhi Technological and Medical Science University,Arunachal Pradesh,2(f),Private,https://www.igtamsu.ac.in.
Indira Gandhi University,Haryana,2(f) & 12(B),State,https://www.igu.ac.in
Indira Kala Sangeet Vishwavidyalaya,Chhattisgarh,2(f) & 12(B),State,https://www.iksv.ac.in
Indraprastha Institute of Information Technology,Delhi,2(f) & 12(B),State,https://www.iiitd.ac.in
Indrashil University,Gujarat,2(f),Private,https://indrashiluniversity.edu.in
Indus International Uniersity,Himachal Pradesh,2(f),Private,https://www.iiuedu.in
Indus University,Gujarat,2(f),Private,https://indusuni.ac.in
Institute of Advanced Research,Gujarat,2(f),Private,https://www.iar.ac.in
Institute of Advanced Studies in Education,Rajasthan,Section-III,Deemed to be Universities,https://www.iaseuniversity.org.in
Institute of Chemical Technology,Maharashtra,Section-III & 12(B),Deemed to be Universities,https://www.ictmumbai.edu.in
Institute of Infrastructure Technology Research and Management,Gujarat,2(f),State,https://iitram.ac.in
Institute of Liver and Biliary Sciences(ILBS),Delhi,Section-III & 12(B),Deemed to be Universities,https://www.ilbs.in
Integral University,Uttar Pradesh,2(f) & 12(B),Private,https://www.iul.ac.in
International Institute for Population Sciences,Maharashtra,Section-III,Deemed to be Universities,https://www.iipsindia.org
International Institute of Information Technology,Karnataka,Section-III,Deemed to be Universities,https://www.iiitb.ac.in
International Institute of Information Technology,Telangana,Section-III,Deemed to be Universities,https://www.iiit.ac.in
International Institute of Information Technology,Chhattisgarh,2(f),State,https://www.iiitnr.ac.in
International Institute of Information Technology (IIIT),Odisha,2(f),State,https://www.iiit-bh.ac.in
Invertis University,Uttar Pradesh,2(f),Private,https://www.invertis.org
ISBM University,Chhattisgarh,2(f),Private,https://isbmuniversity.edu.in
Islamic University of Sciences & Technology University,Jammu and Kashmir,2(f) & 12(B),State,https://www.islamicuniversity.edu.in
ITM (SLS) Baroda University,Gujarat,2(f),Private,https://www.itmbu.ac.in
ITM Skills University,Maharashtra,2(f),Private,https://www.isu.ac.in
ITM University,Chhattisgarh,2(f),Private,https://www.itmuniversity.org
ITM University,Madhya Pradesh,2(f),Private,https://www.itmuniversity.ac.in
ITM Vocational University,Gujarat,2(f),Private,https://www.itm.ac.in
"J. C. Bose University of Science & Technology, YMCA",Haryana,2(f) & 12(B),State,https://www.jcboseust.ac.in
J. N. C. T professional University,Madhya Pradesh,2(f),Private,https://jnctbhopal.ac.in
J.E.C.R.C  University,Rajasthan,2(f) & 12(B),Private,https://jecrcuniversity.edu.in
J.G. University,Gujarat,2(f),Private,https://jguni.in
J.S. University,Uttar Pradesh,2(f),Private,https://www.jsu.ac.in
Jadavpur University,West Bengal,2(f) & 12(B),State,https://www.jadavpuruniversity.in
Jagadguru Ramanandacharya Sanskrit University,Rajasthan,2(f) & 12(B),State,https://www.jrrsanskrituniversity.ac.in
Jagadguru Rambhadracharya Divyang State University,Uttar Pradesh,2(f),State,https://www.jrdu.ac.in
Jagan Nath University,Haryana,2(f),Private,https://www.jagannathuniversityncr.ac.in
Jagannath University,Rajasthan,2(f),Private,https://www.jagannathuniversity.org
Jagat Guru Nanak Dev Punjab State Open University,Punjab,2(f),State,https://psou.ac.in
Jagran Lakecity University,Madhya Pradesh,2(f),Private,https://www.jlu.edu.in
Jai Minesh Adivasi University,Rajasthan,2(f),Private,https://www.jmau.ac.in
Jai Narain Vyas University,Rajasthan,2(f) & 12(B),State,https://www.jnvu.co.in
Jai Prakash University,Bihar,2(f) & 12(B),State,https://jpv.ac.in
Jain,Karnataka,Section-III,Deemed to be Universities,https://www.jainuniversity.ac.in
Jain Vishva Bharati Institute,Rajasthan,Section-III & 12(B),Deemed to be Universities,https://jvbi.ac.in
Jaipur National University,Rajasthan,2(f),Private,https://www.jnujaipur.ac.in
Jamia Hamdard,Delhi,Section-III & 12(B),Deemed to be Universities,https://www.jamiahamdard.edu
Jamia Millia Islamia,Delhi,2(f) & 12(B),Central,https://www.jmi.nic.in
Jammu University,Jammu and Kashmir,2(f) & 12(B),State,https://www.jammuuniversity.ac.in
Jananayak Chandrashekhar University,Uttar Pradesh,2(f),State,https://jncu.ac.in
Janardan Rai Nagar Rajasthan Vidyapeeth,Rajasthan,Section-III,Deemed to be Universities,https://jrnrvu.edu.in
Jawahar Lal Nehru Centre for Advanced Scientific Research,Karnataka,Section-III & 12(B),Deemed to be Universities,https://www.jncasr.ac.in
Jawaharlal Nehru Architecture and Fine Arts University,Telangana,2(f) & 12(B),State,https://jnafau.ac.in
Jawaharlal Nehru Krishi Vishwavidyalaya,Madhya Pradesh,2(f) & 12(B),State,https://www.jnkvv.nic.in
Jawaharlal Nehru Technological University,Telangana,2(f) & 12(B),State,https://www.jntuh.ac.in
Jawaharlal Nehru Technological University,Andhra Pradesh,2(f),State,https://jntukucev.ac.in
Jawaharlal Nehru Technological University (Anantapur),Andhra Pradesh,2(f) & 12(B),State,https://www.jntua.ac.in
Jawaharlal Nehru Technological University (Kainada),Andhra Pradesh,2(f) & 12(B),State,https://www.jntuk.edu.in
Jawaharlal Nehru University,Delhi,2(f) & 12(B),Central,https://www.jnu.ac.in
Jayoti Vidyapeet Women's University,Rajasthan,2(f) & 12(B),Private,https://www.jvwomensuniv.com
Jaypee Institute of Information Technology,Uttar Pradesh,Section-III,Deemed to be Universities,https://www.jiit.ac.in
Jaypee University,Uttar Pradesh,2(f),Private,https://www.jaypeeu.ac.in
Jaypee University of Engineering & Technology,Madhya Pradesh,2(f),Private,https://www.juet.ac.in
Jaypee University of Information Technology,Himachal Pradesh,2(f),Private,https://www.juit.ac.in
Jharkhand Rai University,Jharkhand,2(f),Private,https://www.jru.edu.in
Jharkhand State Open University,Jharkhand,2(f),State,https://jharkhanduniversities.nic.in/jsou/home
Jigyasa University ( Formerly name Himgiri Zee University),Uttarakhand,2(f),Private,https://www.hzu.edu.in
JIS University,West Bengal,2(f),Private,https://www.jisuniversity.ac.in
Jiwaji University,Madhya Pradesh,2(f) & 12(B),State,https://www.jiwaji.edu
JK Lakshmipat University,Rajasthan,2(f),Private,https://www.jklu.edu.in
Jodhpur National University,Rajasthan,2(f),Private,https://www.jodhpurnationaluniversity.com
JSPM University,Maharashtra,2(f),Private,https://jspmuni.ac.in
JSS Academy of Higher Education & Research,Karnataka,Section-III & 12(B),Deemed to be Universities,https://www.jssuni.edu.in
JSS Science & Technology University,Karnataka,2(f),Private,https://jssstuniv.in
JSS University,Uttar Pradesh,2(f),Private,https://jssuninoida.edu.in
Junagarh Agricultural University,Gujarat,2(f),State,https://www.jau.in
K K University,Bihar,2(f),Private,https://www.kkuniversity.ac.in
K. K. Modi University,Chhattisgarh,2(f),Private,https://kkmu.edu.in
K. N. University,Gujarat,2(f),Private,https://knu.edu.in
K.L.E. Academy of Higher Education and Research,Karnataka,Section-III,Deemed to be Universities,https://kledeemeduniversity.edu.in
K.M. (Krishna Mohan) University,Uttar Pradesh,2(f),Private,https://kmu.edu.in
K.R. Mangalam University,Haryana,2(f),Private,https://www.krmangalam.edu.in
Kadi  Sarva Vishwavidyalaya,Gujarat,2(f),Private,https://ksvuniversity.org.in
Kakatiya University,Telangana,2(f) & 12(B),State,https://www.kakatiya.ac.in
Kalahandi University,Odisha,2(f),State,https://kalahandiuniversity.ac.in
Kalasalingam Academy of Research and Education,Tamil Nadu,Section-III,Deemed to be Universities,https://kalasalingam.ac.in
Kalinga Institute of Industrial Technology,Odisha,Section-III & 12(B),Deemed to be Universities,https://kiit.ac.in
Kalinga Institute of Social Sciences,Odisha,Section-III,Deemed to be Universities,https://kiss.ac.in
Kalinga University,Chhattisgarh,2(f) & 12(B),Private,https://www.kalingauniversity.ac.in
Kaloji Narayana Rao University of Health Sciences,Telangana,2(f),State,https://knruhs.telangana.gov.in
Kalyani University,West Bengal,2(f) & 12(B),State,https://www.klyuniv.ac.in
Kamdhenu University,Gujarat,2(f),State,https://www.kamdhenuuni.edu.in
Kameshwar Singh Darbhanga Sanskrit Vishwavidyalaya,Bihar,2(f) & 12(B),State,https://www.ksdsu.edu.in
Kannada University,Karnataka,2(f) & 12(B),State,https://www.kannadauniversity.org
Kannur University,Kerala,2(f) & 12(B),State,https://www.kannuruiversity.ac.in
Kanyashree University,West Bengal,2(f),State,https://www.kanyashreeuniversity.in
Karmaveer Bhaurao Patil University,Maharashtra,2(f),State,https://www.unikbp.ac.in
Karnatak  University,Karnataka,2(f) & 12(B),State,https://www.kud.ac.in
Karnataka  State Law University,Karnataka,2(f) & 12(B),State,https://kslu.karnataka.gov.in
Karnataka  State Open University,Karnataka,2(f) & 12(B),State,https://ksoumysuru.ac.in
Karnataka Folklore University,Karnataka,2(f),State,https://www.janapadauni.in
Karnataka Samskrit University,Karnataka,2(f) & 12(B),State,https://www.ksu.ac.in
"Karnataka State Akkamahadevi Women University (Formerly ""Karnataka State Women's University)",Karnataka,2(f) & 12(B),State,https://www.kswu.ac.in
Karnataka State Rural Development and Panchayat Raj University,Karnataka,2(f),State,https://ksrdpru.ac.in
"Karnataka Veterinary, Animal & Fisheries Science University",Karnataka,2(f),State,https://www.kvafsu.edu.in
Karnavati University,Gujarat,2(f),Private,https://www.karnavatiuniversity.com
Karpagam Academy of Higher Education,Tamil Nadu,Section-III,Deemed to be Universities,https://kahedu.edu.in
Karunya Institute of Technology and Sciences,Tamil Nadu,Section-III,Deemed to be Universities,https://www.karunya.edu
Kashmir University,Jammu and Kashmir,2(f) & 12(B),State,https://www.uok.edu.in
Kavayitri Bahinabai Chadhari North Maharashtra University,Maharashtra,2(f) & 12(B),State,https://www.nmu.ac.in
Kaveri University,Telangana,2(f),Private,https://kaveriuniversity.edu.in
Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,Maharashtra,2(f) & 12(B),State,https://www.sanskrituni.digitaluniversity.ac
Kazi Nazrul University,West Bengal,2(f) & 12(B),State,https://www.knu.ac.in
Keladi Shivappa Nayaka University of Agriculture and Horticultural Sciences,Karnataka,2(f),State,https://uahs.edu.in/?lang=en
Kerala Agricultural Unviersity,Kerala,2(f) & 12(B),State,https://www.kau.edu
Kerala Kalamandalam,Kerala,Section-III & 12(B),Deemed to be Universities,https://www.kalamandalam.ac.in
Kerala University,Kerala,2(f) & 12(B),State,https://www.keralauniversity.edu
Kerala University of Digital Sciences Innovation and Technology,Kerala,2(f),State,https://duk.ac.in
Kerala University of Fisheries & Ocean Studies,Kerala,2(f) & 12(B),State,https://www.kufos.ac.in
Kerala University of Health Sciences,Kerala,2(f),State,https://www.kuhs.ac.in
Kerala Veterinary & Animal Sciences University,Kerala,2(f),State,https://www.kvasu.ac.in
Khallikote Unitary University,Odisha,2(f),State,https://kuu.ac.in
Khangchendzonga State University (Formerly Sikkim State University),Sikkim,2(f),State,https://www.ksus.ac.in
Khongnangthaba University,Manipur,2(f),Private,https://www.khongnangthabauniversity.org
Khwaja Moinuddin Chishti Language University,Uttar Pradesh,2(f) & 12(B),State,https://kmclu.ac.in
King Georges Medical University,Uttar Pradesh,2(f) & 12(B),State,https://www.kgmcindia.edu
Kishkinda University,Karnataka,2(f),Private,https://kishkindauniversity.edu.in
KLE Technological University,Karnataka,2(f) & 12(B),Private,https://kletech.ac.in
Kodagu University,Karnataka,2(f),State,https://kuk.karnataka.gov.in/en
Kolhan University,Jharkhand,2(f),State,https://www.kalhanuniversity.in
Koneru Lakshmaiah Education Foundation,Andhra Pradesh,Section-III & 12(B),Deemed to be Universities,https://www.kluniversity.in
Konkan Krishi Vidyapeeth,Maharashtra,2(f) & 12(B),State,https://www.dbskkv.org
Koppal University,Karnataka,2(f),State,https://universitysolutions.in/kop/index.php
Krantiguru Shyamji Krishna Verma Kachchh University,Gujarat,2(f) & 12(B),State,https://kskvku.digitaluniversity.ac
Krantisurya Tantya Bhil Vishwavidyalaya,Madhya Pradesh,2(f),State,https://ktbuniv.ac.in
KREA University,Andhra Pradesh,2(f),Private,https://krea.edu.in
Krishna Kanta Handiqui State Open University,Assam,2(f),State,https://www.kkhsou.in
Krishna University,Andhra Pradesh,2(f),State,https://www.kru.ac.in
Krishna Vishwa Vidyapeeth,Maharashtra,Section-III,Deemed to be Universities,https://kvv.edu.in
Krishnaguru Adhyatmik Visvavidyalaya,Assam,2(f),Private,https://kav.org.in
KSGH Music and Performing Arts University,Karnataka,2(f),State,https://www.musicuniversity.ac.in
Kumar Bhaskar Varma Sanskrit & Ancient Studies University,Assam,2(f) & 12(B),State,https://www.kbvsasun.ac.in
Kumaun University,Uttarakhand,2(f) & 12(B),State,https://www.kunainital.ac.in
Kurukshetra University,Haryana,2(f) & 12(B),State,https://www.kuk.ac.in
Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,Chhattisgarh,2(f),State,https://www.ktujm.ac.in
Kuvempu University,Karnataka,2(f) & 12(B),State,https://www.kuvempu.ac.in/eng/index.php
Lakshmibai National Institute of Physical Education,Madhya Pradesh,Section-III & 12(B),Deemed to be Universities,https://www.lnipe.edu.in
Lakulish Yoga University,Gujarat,2(f),Private,https://lyu.ac.in/governance
Lala Lajpat Rai University of Veterinary & Animal Sciences,Haryana,2(f) & 12(B),State,https://www.luvas.edu.in
Lalit Narayan Mithila University,Bihar,2(f) & 12(B),State,https://lnmu.ac.in
Lamrin Tech Skills University,Punjab,2(f),Private,https://www.ltsu.ac.in
Laxminarayan Innovation Technological (LIT) University,Maharashtra,2(f),State,https://litu.edu.in
Lingaya's Vidyapeeth,Haryana,Section-III,Deemed to be Universities,https://www.lingayasuniversity.edu.in
LNCT University,Madhya Pradesh,2(f),Private,https://lnctu.ac.in
LNCT Vidhyapeeth University,Madhya Pradesh,2(f),Private,https://www.lnctvu.ac.in
Lok Jagruti Kendra University,Gujarat,2(f),Private,https://www.ljku.edu.in
Lords University,Rajasthan,2(f),Private,https://www.lordsuni.edu.in
Lovely Professional University,Punjab,Category-I,Private,https://www.lpu.in
M. K. University,Gujarat,2(f),Private,https://mkuniversity.edu.in
M.B.M. University,Rajasthan,2(f),State,https://www.mbm.ac.in
M.P.Bhoj (open) University,Madhya Pradesh,2(f) & 12(B),State,https://www.bhojvirtualuniversity.com
M.S. Ramaiah University of Applied Sciences,Karnataka,2(f),Private,https://www.msruas.ac.in
M.V.N. University,Haryana,2(f),Private,https://mvn.edu.in
Madan Mohan Malaviya University of Technology,Uttar Pradesh,2(f) & 12(B),State,https://www.mmmut.ac.in
Madhabdev University,Assam,2(f),State,https://madhabdevuniversity.ac.in
Madhav Institute of Technology and Science,Madhya Pradesh,Section-III,Deemed to be Universities,https://web.mitsgwalior.in
Madhav University,Rajasthan,2(f),Private,https://madhavuniversity.edu.in
Madhusudan Law University,Odisha,2(f),State,https://mlu.ac.in
Madhya Pradesh Medical Science University,Madhya Pradesh,2(f),State,https://mpmsu.edu.in
Madhyanchal Professional University,Madhya Pradesh,2(f),Private,https://www.mpu.ac.in
Madras University,Tamil Nadu,2(f) & 12(B),State,https://www.unom.ac.in
Madurai Kamraj University,Tamil Nadu,2(f) & 12(B),State,https://mkuniversity.ac.in
Magadh University,Bihar,2(f) & 12(B),State,https://www.magadhuniversity.ac.in
Maganbhai Adenwala Mahagujarat University,Gujarat,2(f),Private,https://mamuni.edu.in
Mahakaushal University,Madhya Pradesh,2(f),Private,https://mku.ac.in
Mahapurusha Srimanta Sankaradeva Viswavidyalaya,Assam,2(f),Private,https://www.mssv.ac.in
Maharahtra University of Health Sciences,Maharashtra,2(f),State,https://www.muhsnashik.com
Maharaj Vinayak Global University,Rajasthan,2(f),Private,https://www.mvgu.ac.in
Maharaja Agrasen Himalayan Garhwal University,Uttarakhand,2(f),Private,https://hgu.ac.in
Maharaja Agrasen University,Himachal Pradesh,2(f),Private,https://www.mau.ac.in
Maharaja Bir Bikram University,Tripura,2(f) & 12(B),State,https://mbbuniversity.ac.in
Maharaja Chhatrasal Bundelkhand Vishwavidyalaya,Madhya Pradesh,2(f),State,https://www.mchhatrasaluniversity.com/mch
Maharaja Ganga Singh University,Rajasthan,2(f),State,https://mgsubikaner.ac.in
Maharaja Krishnakumarsinji Bhavnagar University,Gujarat,2(f),State,https://www.mkbhavuni.edu.in/mkbhavuniweb/index.php
Maharaja Ranjit Singh Punjab Technical University,Punjab,2(f) & 12(B),State,https://mrsptu.ac.in
Maharaja Sayajirao University of Baroda,Gujarat,2(f) & 12(B),State,https://www.msubaroda.ac.in
Maharaja Sriram Chandra Bhanja Deo University(Earlier North Orissa University),Odisha,2(f) & 12(B),State,https://www.nou.nic.in
Maharaja Suhel Dev State University,Uttar Pradesh,2(f),State,https://msdsu.ac.in
Maharaja Surajmal Brij University,Rajasthan,2(f),State,https://msbrijuniversity.ac.in
Maharana Partap Horticultural University,Haryana,2(f),State,https://www.mhu.ac.in
Maharana Pratap University of Agriculture & Technology,Rajasthan,2(f),State,https://www.mpuat.ac.in
Maharani Cluster University,Karnataka,2(f),State,https://mcu.karnataka.gov.in/english
Maharashtra Animal & Fishery Sciences University,Maharashtra,2(f),State,https://www.mafsu.in
Maharashtra Institute of Technology University of Meghalaya(Formerly University of Technology & Management),Meghalaya,2(f),Private,https://mituniversityindia.edu.in
"Maharashtra National Law University, Aurangabad",Maharashtra,2(f),State,https://www.mnlua.ac.in
"Maharashtra National Law University, Mumbai",Maharashtra,2(f),State,https://mnlumumbai.edu.in
"Maharashtra National Law University, Nagpur",Maharashtra,2(f) & 12(B),State,https://www.nlunagpur.ac.in
Maharashtra State Skills University,Maharashtra,2(f),State,https://mssu.ac.in
Maharishi Balmiki Sanskrit University,Haryana,2(f),State,https://www.mvsu.ac.in/
Maharishi Mahesh Yogi Vedic Vishwavidyalaya,Madhya Pradesh,2(f),Private,https://www.mmyvv.com
Maharishi Markandeshwar,Haryana,Section-III,Deemed to be Universities,https://www.mmumullana.org
Maharishi Markandeshwar University,Haryana,2(f),Private,https://www.mmambala.org
Maharishi Markandeshwar University,Himachal Pradesh,2(f),Private,https://mmusolan.org
Maharishi University of Information Technology,Uttar Pradesh,2(f),Private,https://www.maharishiuniversity.ac.in
Maharishi University of Management and Technology,Chhattisgarh,2(f),Private,https://www.mumt.com
Maharshi Dayanand Saraswati University,Rajasthan,2(f) & 12(B),State,https://mdsuajmer.ac.in
Maharshi Dayanand University,Haryana,2(f) & 12(B),State,https://www.mdurohtak.ac.in
Maharshi Panini Sanskrit Evam Vedic Vishwavidyalaya,Madhya Pradesh,2(f),State,https://mpsvvujjain.org
Mahatam Gandhi Kashi Vidyapeeth,Uttar Pradesh,2(f) & 12(B),State,https://www.mgkvp.ac.in
Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,Maharashtra,2(f) & 12(B),Central,https://hindivishwa.org
Mahatma Gandhi Central University,Bihar,2(f) & 12(B),Central,https://www.mgcub.ac.in
Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,Madhya Pradesh,2(f) & 12(B),State,https://gramodayachitrakoot.ac.in
Mahatma Gandhi Udyanikee and Vanikee Vishwavidyalaya,Chhattisgarh,2(f),State,https://mguvv.ac.in
Mahatma Gandhi University,West Bengal,2(f),State,https://www.mguwb.org.in
Mahatma Gandhi University,Telangana,2(f) & 12(B),State,https://www.mguniversity.ac.in
Mahatma Gandhi Unversity,Kerala,2(f) & 12(B),State,https://www.mgu.ac.in
Mahatma Jyoti Rao Phoole University,Rajasthan,2(f),Private,https://www.mjrpuniversity.com
Mahatma Jyotiba Phule Rohilkhand University,Uttar Pradesh,2(f) & 12(B),State,https://www.mjpru.ac.in
Mahatma Phule Krishi Vidyapeeth,Maharashtra,2(f) & 12(B),State,https://www.mpkv.mah.nic.in
